#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	refseq_category	taxid	organism_name	ftp_path
GCF_000807775.2	representative genome	1891094	Pandoraea fibrosis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/775/GCF_000807775.2_ASM80777v2
GCF_002742385.2	representative genome	1891097	Macrococcus goetzii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/385/GCF_002742385.2_ASM274238v2
GCF_002157735.2	representative genome	1891186	Vibrio aphrogenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/735/GCF_002157735.2_ASM215773v2
GCF_019703835.1	representative genome	1891207	Thaumasiovibrio subtropicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/835/GCF_019703835.1_ASM1970383v1
GCF_001707755.1	representative genome	1891224	Acinetobacter celticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/707/755/GCF_001707755.1_ASM170775v1
GCF_003403095.1	representative genome	1891279	Thalassospira indica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/095/GCF_003403095.1_ASM340309v1
GCF_009834025.1	representative genome	1891644	Epidermidibacterium keratini	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/025/GCF_009834025.1_ASM983402v1
GCF_900177245.1	representative genome	1891671	Rathayibacter oskolensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/245/GCF_900177245.1_IMG-taxon_2708742461_annotated_assembly
GCF_002101395.1	representative genome	1891675	Pantoea alhagi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/395/GCF_002101395.1_ASM210139v1
GCF_012932215.1	representative genome	1891787	Roseobacter ponti	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/932/215/GCF_012932215.1_ASM1293221v1
GCF_001720395.1	representative genome	1891921	Piscirickettsia litoralis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/395/GCF_001720395.1_ASM172039v1
GCF_001983935.1	representative genome	1891926	Fuerstiella marisgermanici	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/935/GCF_001983935.1_ASM198393v1
GCF_001719615.1	representative genome	1892596	Neptunicoccus sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/615/GCF_001719615.1_ASM171961v1
GCF_008386585.1	representative genome	1892852	Solihabitans fulvus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/386/585/GCF_008386585.1_ASM838658v1
GCF_013407765.1	representative genome	1892865	Allostreptomyces psammosilenae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/765/GCF_013407765.1_ASM1340776v1
GCF_001929405.1	representative genome	1892903	Herbaspirillum camelliae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/929/405/GCF_001929405.1_ASM192940v1
GCF_001953635.1	representative genome	1892904	Alteromonas abrolhosensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/635/GCF_001953635.1_ASM195363v1
GCF_003610785.1	representative genome	1894969	Micromonospora globbae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/610/785/GCF_003610785.1_ASM361078v1
GCF_003626545.1	representative genome	1894970	Micromonospora musae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/626/545/GCF_003626545.1_ASM362654v1
GCF_003583405.1	representative genome	1894971	Micromonospora radicis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/583/405/GCF_003583405.1_CHULA_Jazt_1.1_for_version_1.1_of_the_Jishengella_sp._nov._AZ1-13_genome_from_a_lab_in_CHULA
GCF_003815015.1	representative genome	1894989	Thermodesulfitimonas autotrophica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/015/GCF_003815015.1_ASM381501v1
GCF_002797675.1	representative genome	1896222	Hallerella succinigenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/797/675/GCF_002797675.1_ASM279767v1
GCF_001886615.1	representative genome	1897729	Halomonas aestuarii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/615/GCF_001886615.1_ASM188661v1
GCF_018282095.1	representative genome	1898042	Pseudovibrio brasiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/282/095/GCF_018282095.1_ASM1828209v1
GCF_002933875.1	representative genome	1898651	Desulfocucumis palustris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/933/875/GCF_002933875.1_ASM293387v1
GCF_003335045.1	representative genome	1899321	Phyllobacterium salinisoli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/335/045/GCF_003335045.1_ASM333504v1
GCF_006493595.1	representative genome	1899430	Apilactobacillus micheneri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/493/595/GCF_006493595.1_ASM649359v1
GCF_003860405.1	representative genome	1902245	Nakamurella antarctica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/405/GCF_003860405.1_ASM386040v1
GCF_024205965.1	representative genome	1902580	Macrococcus epidermidis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/205/965/GCF_024205965.1_ASM2420596v1
GCF_016865215.1	representative genome	1903056	Macrococcus bohemicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/865/215/GCF_016865215.1_ASM1686521v1
GCF_001855575.1	representative genome	1903179	Chromobacterium sphagni	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/855/575/GCF_001855575.1_ASM185557v1
GCF_003967595.1	representative genome	1903258	Companilactobacillus musae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/595/GCF_003967595.1_ASM396759v1
GCF_900155525.1	representative genome	1903261	Mailhella massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/525/GCF_900155525.1_Mailhella_massiliensis
GCF_900108345.1	representative genome	1903262	Bacteroides ndongoniae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/345/GCF_900108345.1_PRJEB16738
GCF_900104665.1	representative genome	1903263	Traorella massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/665/GCF_900104665.1_PRJEB16357
GCF_002157875.1	representative genome	1903694	Oceanisphaera avium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/875/GCF_002157875.1_ASM215787v1
GCF_002162355.1	representative genome	1903704	Tumebacillus avium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/355/GCF_002162355.1_ASM216235v1
GCF_001939735.1	representative genome	1903952	Photobacterium proteolyticum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/939/735/GCF_001939735.1_ASM193973v1
GCF_003056015.1	representative genome	1903953	Candidatus Similichlamydia epinepheli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/056/015/GCF_003056015.1_ASM305601v1
GCF_013283835.1	representative genome	1904463	Poseidonibacter lekithochrous	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/283/835/GCF_013283835.1_ASM1328383v1
GCF_001735805.1	representative genome	1904616	Streptomyces fodineus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/805/GCF_001735805.1_ASM173580v1
GCF_902859845.1	representative genome	1904757	Burkholderia puraquae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/859/845/GCF_902859845.1_LMG_29660
GCF_001982635.1	representative genome	1904807	Bradyrhizobium mercantei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/982/635/GCF_001982635.1_ASM198263v1
GCF_002234595.1	representative genome	1905142	Amycolatopsis vastitatis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/595/GCF_002234595.1_ASM223459v1
GCF_002835605.1	representative genome	1905276	Pseudomonas pharmacofabricae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/835/605/GCF_002835605.1_ASM283560v1
GCF_002868715.1	representative genome	1905677	Kineobactrum sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/868/715/GCF_002868715.1_ASM286871v1
GCF_003992745.1	representative genome	1905730	Pectobacterium parmentieri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/992/745/GCF_003992745.1_ASM399274v1
GCF_010587025.1	representative genome	1906744	Rodentibacter heylii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/587/025/GCF_010587025.1_ASM1058702v1
GCF_002000485.1	representative genome	1906745	Rodentibacter ratti	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/485/GCF_002000485.1_ASM200048v1
GCF_900155365.1	representative genome	1907654	Collinsella bouchesdurhonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/365/GCF_900155365.1_PRJEB18748
GCF_900128495.1	representative genome	1907658	Bacteroides ilei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/495/GCF_900128495.1_PRJEB18049
GCF_022845715.1	representative genome	1907662	Raoultibacter timonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/845/715/GCF_022845715.1_ASM2284571v1
GCF_001999305.1	representative genome	1907939	Rodentibacter myodis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/305/GCF_001999305.1_ASM199930v1
GCF_001982605.1	representative genome	1907941	Alkanindiges hydrocarboniclasticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/982/605/GCF_001982605.1_ASM198260v1
GCF_005280275.1	representative genome	1908198	Salinivibrio kushneri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/275/GCF_005280275.1_ASM528027v1
GCF_001942625.1	representative genome	1908205	Mycobacterium syngnathidarum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/625/GCF_001942625.1_ASM194262v1
GCF_001816125.1	representative genome	1908235	Hymenobacter coccineus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/816/125/GCF_001816125.1_ASM181612v1
GCF_001816165.1	representative genome	1908236	Hymenobacter glacialis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/816/165/GCF_001816165.1_ASM181616v1
GCF_001816145.1	representative genome	1908237	Hymenobacter lapidarius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/816/145/GCF_001816145.1_ASM181614v1
GCF_014635725.1	representative genome	1908240	Pedobacter mendelii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/635/725/GCF_014635725.1_ASM1463572v1
GCF_009674725.1	representative genome	1908241	Pedobacter petrophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/674/725/GCF_009674725.1_ASM967472v1
GCF_001998825.1	representative genome	1908257	Rodentibacter mrazii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/825/GCF_001998825.1_ASM199882v1
GCF_002000125.1	representative genome	1908258	Rodentibacter heidelbergensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/125/GCF_002000125.1_ASM200012v1
GCF_001998965.1	representative genome	1908260	Rodentibacter rarus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/965/GCF_001998965.1_ASM199896v1
GCF_002000425.1	representative genome	1908263	Rodentibacter trehalosifermentans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/425/GCF_002000425.1_ASM200042v1
GCF_019968605.1	representative genome	1908341	Polaribacter litorisediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/968/605/GCF_019968605.1_ASM1996860v1
GCF_001936575.1	representative genome	1908389	Tenacibaculum agarivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/575/GCF_001936575.1_ASM193657v1
GCF_900103085.1	representative genome	1908520	Gilliamella mensalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/085/GCF_900103085.1_LMG29880
GCF_900103255.1	representative genome	1908521	Gilliamella bombi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/255/GCF_900103255.1_LMG29879
GCF_009909235.1	representative genome	1908523	Novosphingobium ovatum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/909/235/GCF_009909235.1_ASM990923v1
GCF_004005905.1	representative genome	1908524	Novosphingobium umbonatum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/005/905/GCF_004005905.1_ASM400590v1
GCF_002197845.1	representative genome	1908690	Fimbriiglobus ruber	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/845/GCF_002197845.1_ASM219784v1
GCF_004117915.1	representative genome	1909267	Companilactobacillus metriopterae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/915/GCF_004117915.1_ASM411791v1
GCF_020404745.1	representative genome	1909422	Aquibacillus saliphilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/404/745/GCF_020404745.1_ASM2040474v1
GCF_009829685.1	representative genome	1909423	Cellulomonas citrea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/685/GCF_009829685.1_ASM982968v1
GCF_004023665.1	representative genome	1909496	Afifella aestuarii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/023/665/GCF_004023665.1_ASM402366v1
GCF_900120125.1	representative genome	1909670	Gemella massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/125/GCF_900120125.1_PRJEB18020
GCF_016446285.1	representative genome	1909699	Desulfobulbus oligotrophicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/446/285/GCF_016446285.1_ASM1644628v1
GCF_002843175.1	representative genome	1909700	Confluentibacter flavum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/175/GCF_002843175.1_ASM284317v1
GCF_002148795.1	representative genome	1909734	Oceanibaculum nanhaiense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/795/GCF_002148795.1_ASM214879v1
GCF_003011125.1	representative genome	1910958	Synechococcus lacustris str. Tous	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/011/125/GCF_003011125.1_ASM301112v1
GCF_019443125.1	representative genome	1911536	Pontibacter aydingkolensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/443/125/GCF_019443125.1_ASM1944312v1
GCF_014643595.1	representative genome	1911548	Lysinibacillus alkalisoli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/643/595/GCF_014643595.1_ASM1464359v1
GCF_003056725.1	representative genome	1911570	Mangrovicoccus ximenensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/056/725/GCF_003056725.1_ASM305672v1
GCF_002959895.1	representative genome	1911679	Veillonella infantium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/895/GCF_002959895.1_ASM295989v1
GCF_002000085.1	representative genome	1911682	Pseudocolwellia agarivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/085/GCF_002000085.1_ASM200008v1
GCF_001879695.1	representative genome	1912092	Nioella sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/695/GCF_001879695.1_ASM187969v1
GCF_002019795.1	representative genome	1912214	Bacillus alkalicellulosilyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/019/795/GCF_002019795.1_ASM201979v1
GCF_008085455.1	representative genome	1912246	Seonamhaeicola marinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/085/455/GCF_008085455.1_ASM808545v1
GCF_002362315.1	representative genome	1912599	Paraburkholderia acidicola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/362/315/GCF_002362315.1_ASM236231v1
GCF_001856685.1	representative genome	1912795	Boudabousia tangfeifanii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/685/GCF_001856685.1_ASM185668v1
GCF_003402615.1	representative genome	1912855	Faecalimonas umbilicata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/402/615/GCF_003402615.1_ASM340261v1
GCF_008000835.1	representative genome	1912871	Malaciobacter canalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/835/GCF_008000835.1_ASM800083v1
GCF_003063295.1	representative genome	1912876	Arcobacter lacus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/063/295/GCF_003063295.1_ASM306329v1
GCF_003063245.1	representative genome	1912877	Arcobacter caeni	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/063/245/GCF_003063245.1_ASM306324v1
GCF_007341395.1	representative genome	1912894	Bacteroides kribbi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/341/395/GCF_007341395.1_ASM734139v1
GCF_007341375.1	representative genome	1912896	Bacteroides koreensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/341/375/GCF_007341375.1_ASM734137v1
GCF_003287895.1	representative genome	1912897	Blautia argi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/287/895/GCF_003287895.1_ASM328789v1
GCF_001921205.1	representative genome	1912961	Actinophytocola xanthii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/921/205/GCF_001921205.1_ASM192120v1
GCF_001889005.1	representative genome	1913577	Gramella salexigens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/005/GCF_001889005.1_ASM188900v1
GCF_001889025.1	representative genome	1913578	Sphingorhabdus lutea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/025/GCF_001889025.1_ASM188902v1
GCF_003795375.1	representative genome	1914243	Citrobacter europaeus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/795/375/GCF_003795375.1_ASM379537v1
GCF_001968985.1	representative genome	1914305	Desulfurobacterium indicum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/968/985/GCF_001968985.1_ASM196898v1
GCF_002094885.1	representative genome	1914408	Salibaculum halophilum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/094/885/GCF_002094885.1_ASM209488v1
GCF_003129565.1	representative genome	1914409	Salibaculum griseiflavum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/129/565/GCF_003129565.1_ASM312956v1
GCF_009671205.1	representative genome	1914461	Micromonospora terminaliae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/671/205/GCF_009671205.1_ASM967120v1
GCF_020026925.1	representative genome	1914462	Flavobacterium hibisci	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/026/925/GCF_020026925.1_ASM2002692v1
GCF_003967275.1	representative genome	1914471	Sulfuritortus calidifontis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/275/GCF_003967275.1_ASM396727v1
GCF_013410655.1	representative genome	1914755	Nocardioides thalensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/410/655/GCF_013410655.1_ASM1341065v1
GCF_003254705.1	representative genome	1914756	Phenylobacterium deserti	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/705/GCF_003254705.1_ASM325470v1
GCF_014644335.1	representative genome	1914757	Sphingobacterium soli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/644/335/GCF_014644335.1_ASM1464433v1
GCF_003054475.1	representative genome	1914872	Nodularia spumigena UHCC 0039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/475/GCF_003054475.1_ASM305447v1
GCF_003605405.2	representative genome	1914933	Siminovitchia terrae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/605/405/GCF_003605405.2_ASM360540v2
GCF_002266855.1	representative genome	1915063	Winogradskyella aurantia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/855/GCF_002266855.1_ASM226685v1
GCF_001981525.1	representative genome	1915074	Sphingomonas jeddahensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/981/525/GCF_001981525.1_ASM198152v1
GCF_002020135.1	representative genome	1915077	Thioclava marina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/020/135/GCF_002020135.1_ASM202013v1
GCF_001940525.2	representative genome	1915078	Thioclava nitratireducens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/525/GCF_001940525.2_ASM194052v2
GCF_001907975.1	representative genome	1915309	Silvanigrella aquatica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/907/975/GCF_001907975.1_ASM190797v2
GCF_002020355.1	representative genome	1915319	Thioclava sediminum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/020/355/GCF_002020355.1_ASM202035v1
GCF_016757275.1	representative genome	1915382	Paracoccus aerius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/757/275/GCF_016757275.1_ASM1675727v1
GCF_002754935.1	representative genome	1917166	Thermostichus lividus PCC 6715	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/754/935/GCF_002754935.1_ASM275493v1
GCF_003570705.1	representative genome	1917180	Mesobacillus zeae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/570/705/GCF_003570705.1_ASM357070v1
GCF_004342005.1	representative genome	1917182	Paracandidimonas soli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/342/005/GCF_004342005.1_ASM434200v1
GCF_002863865.1	representative genome	1917421	Ketobacter alkanivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/865/GCF_002863865.1_ASM286386v1
GCF_003609975.1	representative genome	1917441	Streptococcus ruminantium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/975/GCF_003609975.1_ASM360997v1
GCF_001886735.1	representative genome	1917485	Sulfitobacter alexandrii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/735/GCF_001886735.1_ASM188673v1
GCF_003843835.1	representative genome	1917811	Tibeticola sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/843/835/GCF_003843835.1_ASM384383v1
GCF_003112675.1	representative genome	1917820	Leptospira johnsonii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/675/GCF_003112675.1_ASM311267v1
GCF_003114815.1	representative genome	1917822	Leptospira ellinghausenii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/114/815/GCF_003114815.1_ASM311481v1
GCF_003114835.2	representative genome	1917830	Leptospira kobayashii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/114/835/GCF_003114835.2_ASM311483v3
GCF_003114855.1	representative genome	1917863	Leptospira ryugenii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/114/855/GCF_003114855.1_ASM311485v1
GCF_002167005.1	representative genome	1917864	Indiicoccus explosivorum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/167/005/GCF_002167005.1_ASM216700v1
GCF_900605495.1	representative genome	1917867	Bacilliculturomica massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/605/495/GCF_900605495.1_PRJEB29282
GCF_900258535.1	representative genome	1917868	Blautia marasmi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/258/535/GCF_900258535.1_PRJEB24722
GCF_900566185.1	representative genome	1917870	Lachnoclostridium pacaense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/566/185/GCF_900566185.1_PRJEB28581
GCF_900199435.1	representative genome	1917873	Pygmaiobacter massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/435/GCF_900199435.1_PRJEB21892
GCF_900155655.1	representative genome	1917878	Prevotella ihumii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/655/GCF_900155655.1_Prevotella_ihuae
GCF_018257325.1	representative genome	1917880	Nissabacter archeti	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/257/325/GCF_018257325.1_ASM1825732v1
GCF_900130135.1	representative genome	1917883	Bacteroides togonis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/135/GCF_900130135.1_PRJEB18269
GCF_900155625.1	representative genome	1917889	Virgibacillus dakarensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/625/GCF_900155625.1_ASM90015562v1
GCF_014083925.1	representative genome	1918945	Vibrio spartinae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/083/925/GCF_014083925.1_ASM1408392v1
GCF_900162645.1	representative genome	1918946	Vibrio palustris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/645/GCF_900162645.1_V_palustris_CECT9027T_Velvet_Prokka_EMBL
GCF_002020805.1	representative genome	1918948	Solemya velesiana gill symbiont	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/020/805/GCF_002020805.1_ASM202080v1
GCF_002021095.1	representative genome	1918949	Solemya elarraichensis gill symbiont	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/095/GCF_002021095.1_ASM202109v1
GCF_006175985.1	representative genome	1919059	Methylotetracoccus oryzae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/175/985/GCF_006175985.1_ASM617598v1
GCF_001996285.1	representative genome	1919277	Anoxybacillus karvacharensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/996/285/GCF_001996285.1_ASM199628v1
GCF_002201235.1	representative genome	1920034	Polaribacter tangerinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/235/GCF_002201235.1_ASM220123v1
GCF_003351225.1	representative genome	1920168	Dyella solisilvae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/225/GCF_003351225.1_ASM335122v1
GCF_003977615.1	representative genome	1920169	Dyella dinghuensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/977/615/GCF_003977615.1_ASM397761v1
GCF_016904955.1	representative genome	1920170	Dyella flava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/904/955/GCF_016904955.1_ASM1690495v1
GCF_026283925.1	representative genome	1920171	Dyella halodurans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/283/925/GCF_026283925.1_ASM2628392v1
GCF_003003695.1	representative genome	1920490	Phormidesmis priestleyi ULC007	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/695/GCF_003003695.1_ASM300369v1
GCF_004362745.1	representative genome	1920512	Oharaeibacter diazotrophicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/362/745/GCF_004362745.1_ASM436274v1
GCF_005869845.1	representative genome	1920650	Aliifodinibius saliphilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/869/845/GCF_005869845.1_ASM586984v1
GCF_026228885.1	representative genome	1920655	Aliifodinibius salicampi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/228/885/GCF_026228885.1_ASM2622888v1
GCF_003864295.1	representative genome	1920663	Aphanothece sacrum FPU1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/864/295/GCF_003864295.1_ASM386429v1
GCF_001895085.1	representative genome	1921010	Mariprofundus micogutta	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/085/GCF_001895085.1_ASM189508v1
GCF_002795805.1	representative genome	1921086	Mariprofundus aestuarium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/805/GCF_002795805.1_ASM279580v1
GCF_002795825.1	representative genome	1921087	Mariprofundus ferrinatatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/825/GCF_002795825.1_ASM279582v1
